Booking #,Sex,Race,Age,Book Date,Unnamed: 5,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,Unnamed: 12,Unnamed: 13
2025-00856,M,W,40,4/7/2025  11:21:00 AM,,4/8/2025  9:10:00 AM,1.0,177,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-00857,F,B,35,4/7/2025  1:13:00 PM,,7/25/2025  8:00:00 AM,108.78,109,SENTENCE SERVED,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-00858,M,W,39,4/7/2025  1:13:00 PM,,5/7/2025  6:24:00 PM,30.22,109,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00859,M,W,65,4/7/2025  2:06:00 PM,,4/11/2025  6:06:00 PM,4.17,109,BOND,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-00860,F,W,24,4/7/2025  3:00:00 PM,,4/30/2025  10:20:00 AM,22.81,47,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00861,M,W,44,4/7/2025  6:35:00 PM,,,268.23,137,,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-00862,M,W,76,4/7/2025  7:48:00 AM,,4/11/2025  6:44:00 PM,4.46,65,HOSPITAL/TREATMENT,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-00863,M,B,51,4/7/2025  3:41:00 PM,,4/8/2025  6:19:00 PM,1.11,109,HOSPITAL/TREATMENT,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-00864,F,W,50,4/7/2025  10:39:00 PM,,4/8/2025  12:15:00 PM,1.0,109,HOSPITAL/TREATMENT,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00865,F,W,43,4/8/2025  2:25:00 AM,,4/8/2025  7:23:00 AM,1.0,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00866,M,W,22,4/8/2025  11:03:00 AM,,5/12/2025  12:56:00 PM,34.08,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00867,M,W,18,4/8/2025  12:11:00 PM,,4/8/2025  2:03:00 PM,1.0,540,BOND,ROB1239F6,ROBBERY BY THREAT NO DEADLY WEAPON,,
2025-00868,F,W,50,4/8/2025  12:16:00 PM,,,267.49,109,,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00869,F,W,28,4/8/2025  1:22:00 PM,,4/24/2025  5:08:00 PM,16.16,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00870,M,W,53,4/8/2025  2:11:00 PM,,6/5/2025  2:33:00 PM,58.02,137,JUDGE,BUR2213F9,BURGLARY DWELLING HOUSE WITH INTENT TO COMMIT LARCENY - A&B - ETC.,,
2025-00871,M,W,54,4/8/2025  2:45:00 PM,,8/18/2025  9:29:00 AM,131.78,881,RELEASE TO FEDERAL,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-00872,M,W,39,4/8/2025  3:40:00 PM,,5/26/2025  8:00:00 AM,47.68,109,SENTENCE SERVED,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-00873,F,B,29,4/8/2025  4:08:00 PM,,9/10/2025  8:00:00 AM,154.66,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00874,F,B,24,4/8/2025  4:08:00 PM,,5/6/2025  6:42:00 PM,28.11,47,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00875,M,W,35,4/8/2025  4:08:00 PM,,4/11/2025  7:25:00 PM,3.14,47,BOND,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-00876,M,B,51,4/8/2025  6:20:00 PM,,7/1/2025  11:29:00 PM,84.21,109,HOSPITAL/TREATMENT,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-00877,M,B,20,4/8/2025  8:27:00 PM,,4/8/2025  11:20:00 PM,1.0,540,BOND,ROB1239F6,ROBBERY BY THREAT NO DEADLY WEAPON,,
2025-00878,F,B,45,4/9/2025  2:00:00 AM,,4/10/2025  6:06:00 PM,1.67,109,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00879,F,W,66,4/9/2025  6:08:00 AM,,4/10/2025  7:03:00 PM,1.54,109,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00880,M,W,28,4/9/2025  10:10:00 AM,,6/25/2025  8:00:00 AM,76.91,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00881,M,B,30,4/9/2025  10:40:00 AM,,4/14/2025  12:19:00 PM,5.07,65,PURGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-00883,M,W,27,4/9/2025  1:57:00 PM,,4/11/2025  11:28:00 AM,1.9,109,BOND,BUR2213F9,BURGLARY DWELLING HOUSE WITH INTENT TO COMMIT LARCENY - A&B - ETC.,,
2025-00884,M,W,37,4/9/2025  3:51:00 PM,,,266.34,137,,FAM3806F4,FAMILY OFFENSE CHILD ABUSE AND NEGLECT,,
2025-00885,M,W,41,4/9/2025  6:18:00 PM,,4/24/2025  9:31:00 AM,14.63,109,BOND,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-00886,M,W,30,4/10/2025  12:25:00 AM,,5/14/2025  8:55:00 AM,34.35,65,JUDGE,DWI5449F6,TRAFFIC-DRIVING WHILE INTOXICATED-3RD WITHIN 10 YEARS,,
2025-00887,M,W,48,4/10/2025  1:53:00 AM,,4/17/2025  7:53:00 AM,7.25,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00888,M,B,36,4/10/2025  7:32:00 AM,,5/1/2025  8:10:00 PM,21.53,137,BOND,WPN5303F6,WPN-POSSESS SCHEDULE I/II DRUG W/POSSESSING FIREARM,,
2025-00889,M,W,23,4/10/2025  8:25:00 AM,,4/21/2025  7:54:00 AM,10.98,47,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00890,M,B,34,4/10/2025  8:25:00 AM,,8/13/2025  7:10:00 AM,124.95,47,JUDGE,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-00891,M,W,51,4/10/2025  8:25:00 AM,,8/12/2025  4:20:00 PM,124.33,47,SENTENCE SERVED,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-00892,M,W,38,4/10/2025  9:52:00 AM,,4/11/2025  4:13:00 PM,1.26,65,BOND,FRD2635F6,CREDIT CARD FRAUD >=$1000 OVER 6 MONTH PERIOD,,
2025-00893,F,W,24,4/10/2025  12:43:00 PM,,4/18/2025  1:25:00 PM,8.03,139,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-00894,F,B,37,4/10/2025  2:21:00 PM,,12/5/2025  8:00:00 AM,238.74,47,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00895,M,B,34,4/10/2025  2:21:00 PM,,5/19/2025  7:10:00 PM,39.2,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00896,M,B,42,4/10/2025  2:21:00 PM,,10/8/2025  6:18:00 AM,180.66,47,DOC,WPN5226F4,WEAPONS POSSESSION FOR OFFENSIVE OR AGGRESSIVE PURPOSES,,
2025-00897,M,W,53,4/10/2025  2:21:00 PM,,5/7/2025  8:07:00 AM,26.74,47,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00898,M,B,41,4/10/2025  2:21:00 PM,,6/18/2025  6:31:00 AM,68.67,47,JUDGE,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-00899,M,B,63,4/10/2025  2:21:00 PM,,5/27/2025  4:54:00 PM,47.11,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00900,M,B,64,4/10/2025  2:21:00 PM,,5/2/2025  1:20:00 PM,21.96,65,SENTENCE SERVED,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00901,F,B,37,4/10/2025  3:30:00 PM,,5/2/2025  6:10:00 PM,22.11,65,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00902,M,W,48,4/10/2025  4:34:00 PM,,5/1/2025  8:40:00 AM,20.67,137,JUDGE,DEF0200S9,VIOLATION DRUG COURT PROGRAM,,
2025-00903,M,W,35,4/11/2025  12:18:00 AM,,4/11/2025  2:26:00 PM,1.0,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-00904,M,W,32,4/11/2025  8:58:00 AM,,4/25/2025  7:40:00 PM,14.45,137,SENTENCE SERVED,CON3286S9,CON - GENERAL - WITHOUT JURY,,
2025-00905,F,W,46,5/2/2025  9:30:00 AM,,5/3/2025  9:30:00 AM,1.0,79,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00906,F,B,35,4/11/2025  9:58:00 AM,,4/20/2025  8:00:00 AM,8.92,47,SENTENCE SERVED,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-00907,M,W,28,4/11/2025  1:55:00 PM,,4/16/2025  4:00:00 PM,5.09,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00908,M,B,29,4/11/2025  6:08:00 PM,,4/14/2025  10:45:00 AM,2.69,165,JUDGE,BUR2214F2,"BURGLARY DWELLING WITH INTENT TO COMMIT LARCENY - A&B,ETC.-DEADLY WEAPON",,
2025-00909,M,B,33,6/13/2025  6:00:00 PM,,6/15/2025  6:00:00 PM,2.0,109,JUDGE,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00910,M,W,52,4/11/2025  8:29:00 PM,,4/17/2025  2:58:00 PM,5.77,109,SENTENCE SERVED,ASP4845S9,"PAROLE, PROBATION, SUPERVISION VIOLATION ALCOHOL SAFETY PROGRAM VIOLATION",,
2025-00911,M,W,76,4/11/2025  6:45:00 PM,,4/15/2025  6:20:00 PM,3.98,65,HOSPITAL/TREATMENT,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-00912,M,W,31,4/12/2025  10:42:00 AM,,4/12/2025  2:34:00 PM,1.0,79,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00913,M,B,54,4/12/2025  10:30:00 PM,,4/16/2025  10:01:00 PM,3.98,47,HOSPITAL/TREATMENT,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-00914,M,W,42,4/13/2025  2:30:00 AM,,,262.9,137,,DWI5692F6,"PRIOR DWI MANSLAUGHTER, ASSAULT, FELONY DWI, BAC .15 TO .20",,
2025-00915,F,W,42,4/13/2025  3:55:00 AM,,4/13/2025  9:19:00 AM,1.0,79,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00916,M,W,42,4/13/2025  11:27:00 AM,,4/13/2025  1:06:00 PM,1.0,87,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00917,M,W,64,4/13/2025  4:20:00 PM,,4/14/2025  6:07:00 AM,1.0,137,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00918,M,W,23,4/13/2025  4:55:00 PM,,4/14/2025  4:05:00 AM,1.0,79,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00919,M,W,22,4/13/2025  7:01:00 PM,,4/14/2025  8:06:00 AM,1.0,884,ICE,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-00920,F,W,27,4/13/2025  10:05:00 PM,,4/14/2025  12:32:00 AM,1.0,127,JUDGE,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-00921,M,W,26,4/14/2025  1:50:00 AM,,4/14/2025  8:35:00 AM,1.0,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00922,M,W,36,4/14/2025  4:18:00 AM,,4/14/2025  5:20:00 PM,1.0,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00923,M,W,44,4/14/2025  12:09:00 PM,,4/19/2025  12:35:00 AM,4.52,113,BOND,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-00924,F,W,18,4/14/2025  12:45:00 PM,,4/19/2025  8:00:00 AM,4.8,65,SENTENCE SERVED,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00925,M,W,21,4/14/2025  12:45:00 PM,,4/14/2025  9:30:00 PM,1.0,113,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00926,M,W,35,4/14/2025  2:19:00 PM,,,261.4,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-00927,M,B,37,4/14/2025  2:55:00 PM,,5/9/2025  5:17:00 PM,25.1,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00928,M,W,35,4/14/2025  1:40:00 PM,,4/29/2025  2:50:00 PM,15.05,79,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00929,M,W,24,4/14/2025  4:44:00 PM,,4/15/2025  1:22:00 PM,1.0,113,JUDGE,DWI5407M1,TRAFFIC - DRIVING WHILE INTOXICATED DRIVING ON SUSPENDED LICENSE AFTER DWI CONVICTION,,
2025-00930,F,W,34,4/14/2025  1:26:00 PM,,4/16/2025  5:57:00 PM,2.19,47,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00931,F,W,43,4/14/2025  1:26:00 PM,,4/29/2025  8:00:00 AM,14.77,47,SENTENCE SERVED,DWI5464S9,"DWI - SECOND CONVICTION WITHIN LESS THAN 5 YRS., DRUGS",,
2025-00932,M,W,27,4/14/2025  6:00:00 PM,,4/29/2025  4:00:00 PM,14.92,137,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00933,M,W,43,4/15/2025  12:35:00 AM,,4/15/2025  3:52:00 AM,1.0,65,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00934,F,B,22,4/15/2025  12:19:00 PM,,4/16/2025  12:35:00 PM,1.01,881,RELEASE TO FEDERAL,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-00935,M,B,32,4/15/2025  1:46:00 PM,,5/1/2025  2:57:00 PM,16.05,109,SENTENCE SERVED,WPN5232M1,WEAPONS RECKLESS HANDLING OF FIREARM,,
2025-00936,M,B,47,4/15/2025  2:23:00 PM,,4/28/2025  3:15:00 PM,13.04,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00937,M,B,49,4/15/2025  2:39:00 PM,,12/30/2025  6:00:00 AM,258.64,177,SENTENCE SERVED,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-00938,M,B,22,4/15/2025  4:38:00 PM,,5/5/2025  6:40:00 PM,20.08,79,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00939,M,B,59,4/15/2025  6:45:00 PM,,11/6/2025  6:45:00 AM,204.5,137,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00940,M,W,41,4/15/2025  6:29:00 PM,,4/16/2025  6:50:00 AM,1.0,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-00941,M,W,24,4/15/2025  11:13:00 PM,,4/18/2025  6:40:00 PM,2.81,137,BOND,FRD2635F6,CREDIT CARD FRAUD >=$1000 OVER 6 MONTH PERIOD,,
2025-00942,M,W,76,4/15/2025  6:21:00 PM,,4/16/2025  1:29:00 AM,1.0,65,HOSPITAL/TREATMENT,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-00943,M,B,22,4/16/2025  1:25:00 AM,,4/28/2025  9:15:00 AM,12.33,137,OUT OF STATE,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-00944,M,W,76,4/16/2025  1:30:00 AM,,6/20/2025  2:05:00 PM,65.52,65,JUDGE,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-00945,M,W,43,4/16/2025  7:36:00 AM,,5/1/2025  2:57:00 PM,15.31,109,SENTENCE SERVED,DWI5441M1,"REFUSAL OF BLOOD OR BREATH TEST, 2ND DWI/REFUSAL WITHIN 10 YEARS",,
2025-00946,M,B,30,4/16/2025  8:46:00 AM,,5/11/2025  8:00:00 AM,24.97,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00947,M,W,34,4/16/2025  8:46:00 AM,,4/22/2025  3:15:00 PM,6.27,47,SENTENCE SERVED,CBC4852M9,CBC - COMMUNITY-BASED PROBATION - MISDEMEANOR,,
2025-00948,M,W,26,4/16/2025  8:46:00 AM,,5/19/2025  3:34:00 PM,33.28,47,SENTENCE SERVED,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-00949,M,B,25,4/16/2025  8:46:00 AM,,10/23/2025  8:00:00 AM,189.97,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00950,M,W,23,4/16/2025  8:46:00 AM,,9/5/2025  9:22:00 AM,142.03,47,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-00951,M,B,31,4/16/2025  8:46:00 AM,,12/4/2025  2:49:00 PM,232.25,47,JUDGE,COM2983F6,COM-EFFECT CREATION ETC. ELECT. FUND TRANSFER >=$1000,,
2025-00952,M,W,34,4/16/2025  8:46:00 AM,,7/16/2025  5:15:00 AM,90.85,47,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00953,M,B,24,4/16/2025  8:46:00 AM,,6/17/2025  5:20:00 AM,61.86,47,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00954,F,W,66,4/16/2025  10:58:00 AM,,4/18/2025  8:21:00 AM,1.89,109,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00955,M,W,32,4/16/2025  12:19:00 PM,,4/20/2025  10:35:00 PM,4.43,109,SENTENCE SERVED,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00956,M,W,38,4/16/2025  12:33:00 PM,,8/8/2025  8:00:00 AM,113.81,59,SENTENCE SERVED,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-00957,M,W,33,4/16/2025  2:09:00 PM,,9/13/2025  9:00:00 AM,149.79,137,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00958,M,W,37,4/16/2025  2:09:00 PM,,6/3/2025  10:55:00 AM,47.87,47,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00959,F,W,33,4/16/2025  3:01:00 PM,,9/26/2025  8:55:00 AM,162.75,109,SENTENCE SERVED,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-00960,M,W,34,4/16/2025  4:06:00 PM,,4/16/2025  7:00:00 PM,1.0,79,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00961,M,B,54,4/16/2025  10:02:00 PM,,4/17/2025  2:34:00 AM,1.0,47,HOSPITAL/TREATMENT,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-00962,M,B,54,4/17/2025  2:35:00 AM,,4/17/2025  7:06:00 AM,1.0,47,JUDGE,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-00963,M,W,32,4/17/2025  9:57:00 AM,,4/25/2025  7:28:00 PM,8.4,137,HOSPITAL/TREATMENT,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-00964,M,W,28,4/17/2025  10:41:00 AM,,4/18/2025  11:11:00 AM,1.02,65,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00965,F,B,34,4/17/2025  10:52:00 AM,,5/12/2025  11:00:00 AM,25.01,79,OUT OF STATE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00966,M,W,60,4/17/2025  12:20:00 PM,,5/7/2025  8:00:00 AM,19.82,109,SENTENCE SERVED,WPN5212M1,"WEAPONS PURCHASE,POSS.,TRANS. FIREARM BY PERSON INVOL. COMMITTED",,
2025-00967,F,B,25,4/17/2025  12:21:00 PM,,4/25/2025  7:40:00 PM,8.3,137,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00968,F,W,40,4/17/2025  1:33:00 PM,,4/22/2025  8:08:00 PM,5.27,109,BOND,PER5017F5,PERJURY FALSELY SWEAR AN OATH,,
2025-00969,M,W,42,4/17/2025  1:50:00 PM,,10/31/2025  9:45:00 AM,196.83,47,JUDGE,ARS2023F5,"ARSON, EXPLOSIVES, BOMBS OFFENDER 15 OR OVER",,
2025-00970,F,W,31,4/17/2025  2:46:00 PM,,6/18/2025  5:07:00 PM,62.1,47,SENTENCE SERVED,JUS4820F5,OBSTRUCTION OF JUSTICE INTIMIDATION OF POLICE - JUDGES ETC. BY BODILY HARM - FORCE,,
2025-00971,F,B,35,4/17/2025  2:46:00 PM,,4/21/2025  6:00:00 PM,4.13,47,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00972,F,W,49,4/17/2025  2:46:00 PM,,10/10/2025  6:39:00 PM,176.16,47,STATUS CHANGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00973,M,B,23,4/17/2025  1:50:00 PM,,9/20/2025  8:00:00 AM,155.76,137,SENTENCE SERVED,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00974,M,W,56,4/17/2025  3:15:00 PM,,4/28/2025  7:00:00 PM,11.16,139,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00975,M,W,21,4/17/2025  3:15:00 PM,,7/16/2025  6:42:00 AM,89.64,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00976,M,W,27,4/17/2025  6:48:00 PM,,5/12/2025  1:16:00 PM,24.77,109,BOND,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-00977,M,W,39,4/17/2025  6:48:00 PM,,4/21/2025  11:29:00 AM,3.7,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00978,M,W,47,4/17/2025  8:35:00 PM,,4/23/2025  2:09:00 PM,5.73,137,HOSPITAL/TREATMENT,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-00979,M,B,27,4/18/2025  12:33:00 AM,,,257.98,109,,FRD2519F4,FRAUD PUBLIC RECORD - FORGING,,
2025-00980,F,W,36,4/18/2025  8:01:00 AM,,5/19/2025  8:00:00 AM,31.0,65,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00981,M,B,33,4/18/2025  10:19:00 AM,,4/21/2025  7:33:00 AM,2.88,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00982,F,B,27,4/18/2025  10:42:00 AM,,5/7/2025  5:14:00 PM,19.27,109,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00983,M,W,45,4/18/2025  11:15:00 AM,,5/6/2025  6:00:00 AM,17.78,139,DOC,SEX3639F6,SEXUAL ABUSE OF ANIMAL,,
2025-00984,M,W,28,4/18/2025  1:00:00 PM,,4/18/2025  1:01:00 PM,1.0,109,SENTENCE SERVED,PRT2114M1,VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-00985,M,W,40,4/18/2025  2:16:00 PM,,4/24/2025  6:06:00 PM,6.16,109,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00986,M,B,61,4/18/2025  1:37:00 PM,,4/19/2025  12:35:00 AM,1.0,137,BOND,DWI5414M1,DWI - OPERATE VEHICLE WITHOUT IGNITION INTERLOCK SYSTEM,,
2025-00987,M,W,69,4/18/2025  3:02:00 PM,,4/29/2025  7:52:00 PM,11.2,109,HOSPITAL/TREATMENT,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00988,M,W,18,4/18/2025  6:17:00 PM,,4/21/2025  4:05:00 PM,2.91,79,BOND,EXT2106F6,"EXT-THREAT BY LETTER,COMMUNICATION,OR ELECTRONIC MESSAGE",,
2025-00989,F,W,26,4/18/2025  6:00:00 PM,,4/18/2025  6:01:00 PM,1.0,109,SENTENCE SERVED,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-00990,F,W,29,4/18/2025  6:00:00 PM,,4/21/2025  6:00:00 PM,3.0,113,SENTENCE SERVED,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-00991,F,W,74,4/25/2025  6:00:00 PM,,4/27/2025  6:00:00 PM,2.0,137,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
